epoch,step,recon_loss,total_loss,comit_loss,diver_loss,ortho_loss,codebook_usage,wv_recon,wv_comit,wv_ortho,wv_diver,lr
1,80,0.14147521555423737,0.14986080024391413,0.033542338758707047,0.0,0.0,0.0,0.25,0.25,0.25,0.25,1.0000490000000002e-06
1,160,0.1401001363992691,0.14819218218326569,0.03236818313598633,0.0,0.0,0.0,0.25,0.25,0.25,0.25,2.0000480000000004e-06
1,240,0.13345423340797424,0.14148035645484924,0.0321044921875,0.0,0.0,0.0,0.25,0.25,0.25,0.25,3.0000470000000007e-06
1,320,0.15015870332717896,0.1581368213519454,0.03191247209906578,0.0,0.0,0.0,0.25,0.25,0.25,0.25,4.000045999999999e-06
1,400,0.13111728429794312,0.1391616128385067,0.032177314162254333,0.0,0.0,0.0,0.25,0.25,0.25,0.25,5.000044999999997e-06
1,480,0.1118888333439827,0.11950855376198888,0.030478881672024727,0.0,0.0,0.0,0.25,0.25,0.25,0.25,6.0000439999999954e-06
1,560,0.10472821444272995,0.11232904996722937,0.030403342097997665,0.0,0.0,0.0,0.25,0.25,0.25,0.25,7.0000429999999916e-06
1,640,0.099407859146595,0.10706210741773248,0.030616993084549904,0.0,0.0,0.0,0.25,0.25,0.25,0.25,8.00004199999999e-06
1,720,0.09809990227222443,0.10565042868256569,0.03020210564136505,0.0,0.0,0.0,0.25,0.25,0.25,0.25,9.000040999999985e-06
1,800,0.09984798729419708,0.10708670038729906,0.028954852372407913,0.0,0.0,0.0,0.25,0.25,0.25,0.25,1.0000039999999985e-05
1,880,0.08091766387224197,0.08797540329396725,0.028230957686901093,0.0,0.0,0.0,0.15555518865585327,0.13597434759140015,0.3542352318763733,0.3542352318763733,1.1000038999999984e-05
1,960,0.07633104175329208,0.08379084384068847,0.029839208349585533,0.0,0.0,0.0,0.15887117385864258,0.13551492989063263,0.352806955575943,0.352806955575943,1.2000037999999984e-05
1,1040,0.06832268834114075,0.07511855755001307,0.027183476835489273,0.0,0.0,0.0,0.16275005042552948,0.1364232897758484,0.35041332244873047,0.35041332244873047,1.3000036999999983e-05
1,1120,0.07024890929460526,0.07710748491808772,0.027434302493929863,0.0,0.0,0.0,0.16680723428726196,0.13703519105911255,0.34807878732681274,0.34807878732681274,1.4000035999999986e-05
1,1200,0.07010616362094879,0.07667971262708306,0.026294196024537086,0.0,0.0,0.0,0.17209835350513458,0.13721705973148346,0.3453423082828522,0.3453423082828522,1.5000034999999988e-05
1,1280,0.061113134026527405,0.06761384196579456,0.026002831757068634,0.0,0.0,0.0,0.1747998744249344,0.13756729662418365,0.3438163995742798,0.3438163995742798,1.600003399999999e-05
