token_id,count,weight
360308,4608,0.7334371554373363
245493,4608,0.7334371554373363
369504,4608,0.7334371554373363
183738,4608,0.7334371554373363
193640,4608,0.7334371554373363
367808,4608,0.7334371554373363
203542,4608,0.7334371554373363
335918,4608,0.7334371554373363
202311,4608,0.7334371554373363
74505,4608,0.7334371554373363
114267,4608,0.7334371554373363
195106,4608,0.7334371554373363
301071,4608,0.7334371554373363
335769,4608,0.7334371554373363
58254,4608,0.7334371554373363
173810,4608,0.7334371554373363
363617,4607,0.7332779893879793
210940,4607,0.7332779893879793
177676,4607,0.7332779893879793
239025,4607,0.7332779893879793
319117,4607,0.7332779893879793
30519,4607,0.7332779893879793
284018,4607,0.7332779893879793
161178,4607,0.7332779893879793
60969,4607,0.7332779893879793
268537,4607,0.7332779893879793
227926,4607,0.7332779893879793
148904,4607,0.7332779893879793
114169,4607,0.7332779893879793
289198,4607,0.7332779893879793
151625,4607,0.7332779893879793
133044,4607,0.7332779893879793
147899,4607,0.7332779893879793
106813,4607,0.7332779893879793
294327,4607,0.7332779893879793
195219,4606,0.7331188233386222
275576,4606,0.7331188233386222
317035,4606,0.7331188233386222
173084,4606,0.7331188233386222
284862,4606,0.7331188233386222
95914,4606,0.7331188233386222
129855,4606,0.7331188233386222
129071,4606,0.7331188233386222
129712,4606,0.7331188233386222
82934,4606,0.7331188233386222
204256,4606,0.7331188233386222
215160,4606,0.7331188233386222
14933,4606,0.7331188233386222
80566,4606,0.7331188233386222
114697,4606,0.7331188233386222
131632,4605,0.7329596572892652
364814,4605,0.7329596572892652
130035,4605,0.7329596572892652
274138,4605,0.7329596572892652
366495,4605,0.7329596572892652
216529,4605,0.7329596572892652
16824,4605,0.7329596572892652
363596,4605,0.7329596572892652
180130,4605,0.7329596572892652
39100,4605,0.7329596572892652
170556,4605,0.7329596572892652
271333,4605,0.7329596572892652
161857,4605,0.7329596572892652
9828,4605,0.7329596572892652
317806,4604,0.7328004912399081
73042,4604,0.7328004912399081
214265,4604,0.7328004912399081
115105,4604,0.7328004912399081
18090,4604,0.7328004912399081
99341,4604,0.7328004912399081
294104,4604,0.7328004912399081
289323,4604,0.7328004912399081
38921,4604,0.7328004912399081
133066,4604,0.7328004912399081
294829,4604,0.7328004912399081
19886,4604,0.7328004912399081
369084,4604,0.7328004912399081
195467,4604,0.7328004912399081
167935,4604,0.7328004912399081
279556,4604,0.7328004912399081
317565,4604,0.7328004912399081
96239,4604,0.7328004912399081
388878,4604,0.7328004912399081
352355,4604,0.7328004912399081
199621,4604,0.7328004912399081
73655,4604,0.7328004912399081
113370,4604,0.7328004912399081
36655,4604,0.7328004912399081
30393,4604,0.7328004912399081
137018,4603,0.732641325190551
189012,4603,0.732641325190551
174435,4603,0.732641325190551
157421,4603,0.732641325190551
305627,4603,0.732641325190551
214003,4603,0.732641325190551
114067,4603,0.732641325190551
242313,4603,0.732641325190551
286888,4603,0.732641325190551
338499,4603,0.732641325190551
36762,4603,0.732641325190551
223575,4603,0.732641325190551
127680,4603,0.732641325190551
42076,4603,0.732641325190551
190298,4603,0.732641325190551
247589,4602,0.7324821591411941
235713,4602,0.7324821591411941
380685,4602,0.7324821591411941
212932,4602,0.7324821591411941
156324,4602,0.7324821591411941
328216,4602,0.7324821591411941
29669,4602,0.7324821591411941
98778,4602,0.7324821591411941
218251,4602,0.7324821591411941
176373,4602,0.7324821591411941
274193,4602,0.7324821591411941
129489,4602,0.7324821591411941
126959,4602,0.7324821591411941
41033,4601,0.732322993091837
322827,4601,0.732322993091837
258553,4601,0.732322993091837
273966,4601,0.732322993091837
44737,4601,0.732322993091837
161357,4601,0.732322993091837
192923,4601,0.732322993091837
87534,4601,0.732322993091837
373353,4601,0.732322993091837
359517,4601,0.732322993091837
213491,4600,0.73216382704248
173244,4600,0.73216382704248
289869,4600,0.73216382704248
52442,4600,0.73216382704248
154400,4600,0.73216382704248
200838,4600,0.73216382704248
291732,4600,0.73216382704248
236186,4600,0.73216382704248
129263,4600,0.73216382704248
96089,4600,0.73216382704248
226407,4600,0.73216382704248
239460,4600,0.73216382704248
114253,4600,0.73216382704248
96889,4600,0.73216382704248
230049,4600,0.73216382704248
154512,4599,0.7320046609931229
170432,4599,0.7320046609931229
