epoch,step,recon_loss,total_loss,comit_loss,diver_loss,ortho_loss,codebook_usage,wv_recon,wv_comit,wv_ortho,wv_diver,lr
1,10,0.9823729991912842,1.0114276073873043,0.1162184327840805,0.0,0.0,0.0,0.25,0.25,0.25,0.25,4.000196000000001e-06
1,20,0.9920914173126221,1.0241125151515007,0.12808439135551453,0.0,0.0,0.0,0.25,0.25,0.25,0.25,8.000192000000002e-06
1,30,0.823447048664093,0.8549525365233421,0.12602195143699646,0.0,0.0,0.0,0.25,0.25,0.25,0.25,1.2000188000000003e-05
1,40,0.6506959199905396,0.6820837892591953,0.1255514770746231,0.0,0.0,0.0,0.25,0.25,0.25,0.25,1.6000183999999996e-05
1,50,0.44994816184043884,0.48044431395828724,0.12198460847139359,0.0,0.0,0.0,0.25,0.25,0.25,0.25,2.0000179999999987e-05
1,60,0.3481922149658203,0.3786679767072201,0.12190304696559906,0.0,0.0,0.0,0.25,0.25,0.25,0.25,2.4000175999999982e-05
1,70,0.2185738980770111,0.24676957167685032,0.11278269439935684,0.0,0.0,0.0,0.25,0.25,0.25,0.25,2.8000171999999966e-05
1,80,0.2117120921611786,0.23960259929299355,0.11156202852725983,0.0,0.0,0.0,0.25,0.25,0.25,0.25,3.200016799999996e-05
1,90,0.12031445652246475,0.14599542692303658,0.10272388160228729,0.0,0.0,0.0,0.25,0.25,0.25,0.25,3.600016399999994e-05
1,100,0.14821085333824158,0.17392508126795292,0.10285691171884537,0.0,0.0,0.0,0.25,0.25,0.25,0.25,4.000015999999994e-05
1,110,0.10548581182956696,0.1300452221184969,0.09823764115571976,0.0,0.0,0.0,0.22692422568798065,0.1288316547870636,0.32212206721305847,0.32212206721305847,4.400015599999994e-05
1,120,0.0736507773399353,0.0971459336578846,0.09398062527179718,0.0,0.0,0.0,0.2337234914302826,0.12971292436122894,0.31828179955482483,0.31828179955482483,4.8000151999999936e-05
1,130,0.06747011840343475,0.09023375809192657,0.09105455875396729,0.0,0.0,0.0,0.24223537743091583,0.13072378933429718,0.3135204315185547,0.3135204315185547,5.2000147999999934e-05
1,140,0.05745087191462517,0.07972451858222485,0.08909458667039871,0.0,0.0,0.0,0.2449376881122589,0.13154377043247223,0.31175926327705383,0.31175926327705383,5.6000143999999946e-05
1,150,0.06214601546525955,0.08424093015491962,0.08837965875864029,0.0,0.0,0.0,0.25085729360580444,0.1321498602628708,0.3084964156150818,0.3084964156150818,6.000013999999995e-05
1,160,0.04736696928739548,0.06863499991595745,0.0850721225142479,0.0,0.0,0.0,0.25474467873573303,0.13286490738391876,0.3061951994895935,0.3061951994895935,6.400013599999996e-05
1,170,0.05125470086932182,0.07206624746322632,0.08324618637561798,0.0,0.0,0.0,0.2552744150161743,0.13377311825752258,0.30547621846199036,0.30547621846199036,6.800013199999996e-05
1,180,0.05864265561103821,0.07930540107190609,0.08265098184347153,0.0,0.0,0.0,0.2545570433139801,0.13455308973789215,0.3054449260234833,0.3054449260234833,7.200012799999998e-05
1,190,0.04876374453306198,0.06889984011650085,0.0805443823337555,0.0,0.0,0.0,0.2538696229457855,0.13540059328079224,0.3053648769855499,0.3053648769855499,7.600012399999994e-05
1,200,0.07275938242673874,0.0930122472345829,0.08101145923137665,0.0,0.0,0.0,0.25088903307914734,0.136562317609787,0.30627432465553284,0.30627432465553284,8.000011999999995e-05
1,210,0.03413106128573418,0.0529169999063015,0.07514375448226929,0.0,0.0,0.0,0.25078803300857544,0.13763248920440674,0.3057897388935089,0.3057897388935089,8.400011599999995e-05
1,220,0.06755128502845764,0.08659986592829227,0.07619432359933853,0.0,0.0,0.0,0.24695123732089996,0.13892163336277008,0.3070635497570038,0.3070635497570038,8.800011199999993e-05
1,230,0.0422382652759552,0.06095734424889088,0.0748763158917427,0.0,0.0,0.0,0.2476261407136917,0.13959914445877075,0.30638736486434937,0.30638736486434937,9.20001079999999e-05
1,240,0.03067721612751484,0.048177244141697884,0.07000011205673218,0.0,0.0,0.0,0.2485111504793167,0.1408035010099411,0.3053426742553711,0.3053426742553711,9.600010399999993e-05
1,250,0.05545128136873245,0.07290042005479336,0.06979655474424362,0.0,0.0,0.0,0.24956203997135162,0.14225782454013824,0.30409005284309387,0.30409005284309387,0.0001000000999999999
1,260,0.033023446798324585,0.049945419654250145,0.06768789142370224,0.0,0.0,0.0,0.24824120104312897,0.14330217242240906,0.3042283058166504,0.3042283058166504,0.00010400009599999987
1,270,0.025633087381720543,0.0416210126131773,0.06395170092582703,0.0,0.0,0.0,0.2535763084888458,0.14422361552715302,0.3011000454425812,0.3011000454425812,0.00010800009199999986
1,280,0.059345465153455734,0.07574369385838509,0.06559291481971741,0.0,0.0,0.0,0.24924327433109283,0.14645825326442719,0.30214923620224,0.30214923620224,0.00011200008799999985
1,290,0.02583969011902809,0.04129624739289284,0.061826229095458984,0.0,0.0,0.0,0.2486589550971985,0.1476709395647049,0.3018350601196289,0.3018350601196289,0.00011600008399999979
1,300,0.025039151310920715,0.04003738705068827,0.059992942959070206,0.0,0.0,0.0,0.2527952492237091,0.14841865003108978,0.29939305782318115,0.29939305782318115,0.00012000007999999978
1,310,0.023345425724983215,0.03817829303443432,0.05933146923780441,0.0,0.0,0.0,0.25334304571151733,0.14957745373249054,0.29853975772857666,0.29853975772857666,0.00012400007599999978
1,320,0.03250851854681969,0.04714366886764765,0.058540601283311844,0.0,0.0,0.0,0.2509715259075165,0.15059924125671387,0.299214631319046,0.299214631319046,0.00012800007199999976
1,330,0.023434247821569443,0.03766720835119486,0.05693184211850166,0.0,0.0,0.0,0.256998747587204,0.15083959698677063,0.2960808277130127,0.2960808277130127,0.00013200006799999974
1,340,0.032977182418107986,0.047099203802645206,0.05648808553814888,0.0,0.0,0.0,0.2546207010746002,0.15193751454353333,0.2967208921909332,0.2967208921909332,0.00013600006399999972
1,350,0.02082614228129387,0.03429022151976824,0.053856316953897476,0.0,0.0,0.0,0.25451532006263733,0.15279370546340942,0.29634547233581543,0.29634547233581543,0.00014000005999999972
1,360,0.020020248368382454,0.033134905621409416,0.05245862901210785,0.0,0.0,0.0,0.25418055057525635,0.15394365787506104,0.2959378957748413,0.2959378957748413,0.00014400005599999967
1,370,0.019987784326076508,0.03296008054167032,0.05188918486237526,0.0,0.0,0.0,0.25598397850990295,0.15464839339256287,0.2946838140487671,0.2946838140487671,0.00014800005199999973
1,380,0.028627008199691772,0.04151911288499832,0.051568418741226196,0.0,0.0,0.0,0.2539314925670624,0.1558394730091095,0.29511451721191406,0.29511451721191406,0.0001520000479999997
